campaign_id,platform,brand_category,influencer_id,influencer_handle,influencer_tier,total_spend,revenue,roas,curve_k,curve_alpha,curve_beta
CMP_00741,TikTok,Fashion,INF_2334,@creator_26705,Micro,87537.45,340488.1,3.89,1.341,1.225,0.514
CMP_00742,TikTok,Fitness,INF_1910,@creator_39072,Nano,40215.31,149666.48,3.72,2.171,1.16,0.281
CMP_00743,YouTube,Food,INF_2179,@creator_80729,Nano,20355.44,44222.58,2.17,1.752,1.072,1.002
CMP_00744,YouTube,Fintech,INF_1107,@creator_11626,Nano,71812.79,190009.42,2.65,2.348,1.125,0.823
CMP_00745,YouTube,Fitness,INF_1043,@creator_43276,Macro,480950.4,890549.69,1.85,2.801,1.338,0.918
CMP_00746,YouTube,Fitness,INF_4065,@creator_78795,Micro,173429.38,248493.86,1.43,1.306,1.332,0.848
CMP_00747,Instagram,Fitness,INF_9916,@creator_82302,Nano,55961.81,193368.12,3.46,1.838,1.201,0.323
CMP_00748,Instagram,Fitness,INF_6633,@creator_55028,Macro,437853.44,1050126.5,2.4,2.555,1.341,0.478
CMP_00749,Instagram,D2C,INF_2556,@creator_61357,Nano,51389.49,163521.83,3.18,2.797,1.108,0.895
CMP_00750,Instagram,Tech,INF_1565,@creator_25701,Macro,587987.65,1852111.23,3.15,2.895,1.094,0.853
CMP_00751,Instagram,Food,INF_1540,@creator_39714,Nano,47136.47,160079.52,3.4,1.032,1.091,0.358
CMP_00752,Instagram,Fashion,INF_7163,@creator_73087,Micro,85092.29,257336.05,3.02,2.001,1.219,0.423
CMP_00753,Instagram,Fintech,INF_8187,@creator_69405,Micro,248929.4,862727.85,3.47,1.081,1.093,0.407
CMP_00754,YouTube,Food,INF_2183,@creator_30719,Nano,40535.94,101151.78,2.5,1.168,1.397,0.361
CMP_00755,YouTube,Tech,INF_2239,@creator_85060,Micro,155469.68,293927.49,1.89,1.821,1.302,0.841
CMP_00756,Instagram,Fintech,INF_8795,@creator_54387,Macro,469349.41,1638497.4,3.49,2.753,1.057,0.878
CMP_00757,Instagram,Tech,INF_6302,@creator_21920,Micro,231760.64,859412.76,3.71,1.964,1.094,0.369
CMP_00758,Instagram,Fashion,INF_4957,@creator_10557,Macro,806526.61,2470931.05,3.06,2.665,1.12,0.621
CMP_00759,Instagram,Fashion,INF_5666,@creator_84442,Nano,25693.05,87615.63,3.41,1.666,1.181,0.439
CMP_00760,Instagram,Gaming,INF_9567,@creator_84469,Nano,23654.73,78748.58,3.33,1.858,1.19,0.394
CMP_00761,Instagram,Food,INF_9040,@creator_19415,Nano,54715.12,202688.78,3.7,1.15,1.38,0.597
CMP_00762,YouTube,Fitness,INF_2308,@creator_53147,Macro,687609.76,635358.43,0.92,2.973,1.306,1.054
CMP_00763,YouTube,Beauty,INF_8919,@creator_65896,Micro,88404.61,193530.81,2.19,2.23,1.34,0.467
CMP_00764,Instagram,Food,INF_8308,@creator_30323,Nano,63626.27,207922.87,3.27,1.215,1.122,0.419
CMP_00765,Instagram,Food,INF_8867,@creator_65096,Micro,269986.94,916910.15,3.4,2.859,1.156,0.936
CMP_00766,YouTube,Gaming,INF_3340,@creator_48057,Macro,693386.94,1504299.92,2.17,1.429,1.169,0.83
CMP_00767,TikTok,Beauty,INF_6878,@creator_66815,Micro,205694.7,720505.82,3.5,1.134,1.091,0.588
CMP_00768,Instagram,Food,INF_6531,@creator_85948,Micro,246071.96,922236.52,3.75,2.297,1.273,0.552
CMP_00769,TikTok,Fashion,INF_8074,@creator_75408,Micro,221310.32,615389.01,2.78,2.36,1.246,0.499
CMP_00770,Instagram,Fashion,INF_3416,@creator_66440,Micro,267472.5,787978.86,2.95,2.118,1.236,0.493
CMP_00771,TikTok,Beauty,INF_5364,@creator_27861,Nano,26226.48,143341.1,5.47,2.626,1.064,0.623
CMP_00772,Instagram,Fashion,INF_3243,@creator_65031,Macro,380173.01,977306.1,2.57,2.994,1.199,0.551
CMP_00773,Instagram,Tech,INF_3293,@creator_93024,Nano,62145.05,168267.85,2.71,2.268,1.395,0.369
CMP_00774,YouTube,Fintech,INF_2885,@creator_67819,Nano,77187.48,134204.46,1.74,2.033,1.337,0.626
CMP_00775,TikTok,Fashion,INF_6526,@creator_83277,Macro,506946.83,1900079.5,3.75,2.162,1.38,1.036
CMP_00776,YouTube,Fintech,INF_8982,@creator_78602,Micro,108998.28,209712.87,1.92,2.773,1.313,0.66
CMP_00777,YouTube,D2C,INF_3655,@creator_22204,Nano,39847.58,122639.4,3.08,2.51,1.165,0.42
CMP_00778,Instagram,Fintech,INF_3407,@creator_35198,Micro,106361.45,394404.64,3.71,1.902,1.369,0.832
CMP_00779,Instagram,D2C,INF_4909,@creator_11999,Micro,144084.62,478298.83,3.32,1.289,1.334,0.463
CMP_00780,Instagram,Fitness,INF_2839,@creator_62055,Nano,56168.45,185670.73,3.31,2.972,1.378,0.964
CMP_00781,TikTok,Beauty,INF_4338,@creator_72601,Macro,709494.91,3031758.76,4.27,2.379,1.379,0.488
CMP_00782,Instagram,Food,INF_6273,@creator_60870,Micro,151038.24,504072.4,3.34,1.963,1.266,0.501
CMP_00783,YouTube,Fitness,INF_2469,@creator_68596,Micro,170023.26,358816.68,2.11,2.088,1.24,0.618
CMP_00784,Instagram,Fashion,INF_6936,@creator_88971,Nano,44107.62,158904.57,3.6,2.818,1.273,0.763
CMP_00785,Instagram,Tech,INF_7125,@creator_11924,Nano,21817.59,76767.97,3.52,2.541,1.268,0.695
CMP_00786,Instagram,Fitness,INF_1872,@creator_59817,Micro,228751.19,896543.39,3.92,2.404,1.302,0.648
CMP_00787,TikTok,D2C,INF_4695,@creator_27101,Nano,75970.77,351929.35,4.63,1.152,1.225,0.963
CMP_00788,TikTok,Tech,INF_2482,@creator_52607,Nano,39089.13,196982.21,5.04,1.903,1.136,0.945
CMP_00789,Instagram,Food,INF_9850,@creator_66234,Macro,581828.01,1491896.6,2.56,2.781,1.184,0.769
CMP_00790,Instagram,Fintech,INF_5959,@creator_25739,Micro,107825.66,314217.92,2.91,1.829,1.055,0.848
CMP_00791,Instagram,Tech,INF_8956,@creator_41704,Micro,263173.98,893436.86,3.39,1.804,1.301,0.79
CMP_00792,Instagram,Fitness,INF_3419,@creator_89062,Macro,840581.42,2707269.42,3.22,1.869,1.166,0.438
CMP_00793,TikTok,Fashion,INF_2945,@creator_40279,Nano,51313.07,174054.91,3.39,2.327,1.183,0.698
CMP_00794,Instagram,Fintech,INF_1356,@creator_75263,Macro,871074.37,2126061.26,2.44,2.87,1.344,0.738
CMP_00795,YouTube,Tech,INF_1465,@creator_71344,Micro,204316.23,318131.06,1.56,2.897,1.366,1.114
CMP_00796,YouTube,Gaming,INF_9287,@creator_54415,Nano,35144.83,76324.03,2.17,2.464,1.108,0.549
CMP_00797,Instagram,Food,INF_6950,@creator_76896,Micro,288457.45,930510.1,3.23,1.712,1.137,0.695
CMP_00798,Instagram,Gaming,INF_7406,@creator_23965,Macro,933223.68,1976896.58,2.12,1.681,1.182,0.896
CMP_00799,YouTube,Food,INF_3945,@creator_16765,Mega,1687707.15,1716117.25,1.02,2.388,1.359,0.664
CMP_00800,TikTok,Beauty,INF_1143,@creator_49986,Micro,104724.25,454150.35,4.34,1.695,1.357,0.292
CMP_00801,Instagram,Gaming,INF_8078,@creator_93666,Micro,200269.49,706163.01,3.53,2.419,1.068,0.363
CMP_00802,YouTube,Food,INF_5263,@creator_77438,Macro,355899.5,667478.72,1.88,2.556,1.223,0.807
CMP_00803,TikTok,Gaming,INF_6769,@creator_93697,Nano,52948.64,232006.37,4.38,2.898,1.4,0.549
CMP_00804,Instagram,Gaming,INF_4842,@creator_85675,Nano,20661.71,67390.12,3.26,1.624,1.054,0.326
CMP_00805,Instagram,Fintech,INF_4952,@creator_66880,Micro,104286.73,457738.55,4.39,1.936,1.075,0.632
CMP_00806,TikTok,D2C,INF_7412,@creator_67757,Micro,86674.63,348200.59,4.02,2.997,1.268,0.448
CMP_00807,Instagram,Beauty,INF_3415,@creator_12389,Nano,63534.09,211664.09,3.33,1.46,1.05,0.682
CMP_00808,Instagram,Food,INF_7324,@creator_38173,Nano,39121.84,144416.74,3.69,1.897,1.269,0.345
CMP_00809,Instagram,Tech,INF_1497,@creator_71161,Nano,59707.44,232576.22,3.9,1.896,1.206,0.544
CMP_00810,Instagram,Tech,INF_4605,@creator_77143,Nano,27259.99,91089.73,3.34,1.337,1.161,0.711
CMP_00811,Instagram,Fashion,INF_8319,@creator_51435,Nano,56851.02,141007.5,2.48,2.609,1.365,0.591
CMP_00812,Instagram,Tech,INF_4291,@creator_35594,Nano,54310.9,196434.16,3.62,2.168,1.123,0.331
CMP_00813,TikTok,Fintech,INF_3212,@creator_18078,Macro,361965.62,1265603.39,3.5,2.218,1.151,0.427
CMP_00814,YouTube,Beauty,INF_9713,@creator_33580,Nano,63219.37,160782.44,2.54,2.059,1.188,0.601
CMP_00815,Instagram,Food,INF_9747,@creator_55211,Micro,117925.9,323306.04,2.74,1.715,1.305,0.825
CMP_00816,Instagram,Fitness,INF_9968,@creator_36598,Micro,95691.06,217520.86,2.27,1.138,1.124,0.521
CMP_00817,Instagram,Food,INF_4136,@creator_35538,Mega,1675891.14,2372559.42,1.42,1.62,1.376,0.47
CMP_00818,YouTube,Fashion,INF_4056,@creator_37915,Macro,673819.41,1185660.97,1.76,1.758,1.169,0.923
CMP_00819,Instagram,Fitness,INF_7208,@creator_26350,Nano,61242.34,182671.32,2.98,1.705,1.3,0.359
CMP_00820,Instagram,Tech,INF_5122,@creator_64261,Macro,618510.81,1930292.97,3.12,2.534,1.281,0.531
CMP_00821,Instagram,Fintech,INF_3423,@creator_22906,Micro,167670.45,554814.56,3.31,1.038,1.32,0.341
CMP_00822,YouTube,Fitness,INF_7822,@creator_72457,Nano,71551.34,189587.94,2.65,1.935,1.191,0.792
CMP_00823,Instagram,Fashion,INF_3598,@creator_54411,Micro,177274.35,413374.83,2.33,1.143,1.186,0.75
CMP_00824,TikTok,Fitness,INF_6095,@creator_40482,Mega,2686958.34,8252180.17,3.07,2.377,1.153,0.771
CMP_00825,YouTube,Gaming,INF_1961,@creator_98747,Micro,191727.03,269629.04,1.41,1.324,1.196,1.143
CMP_00826,Instagram,Food,INF_9142,@creator_49028,Nano,75307.35,207420.39,2.75,1.747,1.366,1.017
CMP_00827,TikTok,Fitness,INF_7101,@creator_63744,Nano,64676.22,275850.08,4.27,1.095,1.127,0.974
CMP_00828,Instagram,Fashion,INF_2399,@creator_13201,Micro,288571.72,1038111.38,3.6,1.138,1.228,0.505
CMP_00829,Instagram,Fashion,INF_5270,@creator_71314,Micro,82215.65,277219.67,3.37,1.55,1.088,0.682
CMP_00830,TikTok,Food,INF_9938,@creator_68215,Micro,125487.32,506089.24,4.03,1.399,1.227,1.024
CMP_00831,TikTok,Fintech,INF_5668,@creator_28413,Nano,31282.47,144718.94,4.63,2.719,1.14,0.451
CMP_00832,Instagram,Food,INF_4597,@creator_72188,Micro,181712.27,609208.57,3.35,2.428,1.308,0.432
CMP_00833,Instagram,Food,INF_3050,@creator_68942,Micro,183323.94,639035.59,3.49,2.566,1.311,0.728
CMP_00834,YouTube,Fintech,INF_5478,@creator_93816,Micro,285211.41,520630.49,1.83,1.69,1.087,0.778
CMP_00835,Instagram,Beauty,INF_3056,@creator_94728,Nano,76355.61,242775.07,3.18,1.004,1.304,0.775
CMP_00836,Instagram,Tech,INF_1354,@creator_12631,Mega,2532051.8,3126707.05,1.23,1.678,1.111,0.618
CMP_00837,TikTok,Tech,INF_7571,@creator_53923,Micro,286335.13,1173157.07,4.1,2.085,1.319,0.279
CMP_00838,Instagram,Tech,INF_8711,@creator_95548,Micro,187381.34,538097.98,2.87,2.424,1.354,0.857
CMP_00839,YouTube,Gaming,INF_9408,@creator_42963,Nano,45751.43,89561.89,1.96,1.61,1.14,0.649
CMP_00840,Instagram,Gaming,INF_5260,@creator_88038,Macro,835420.31,2262034.54,2.71,1.044,1.226,0.49
CMP_00841,Instagram,D2C,INF_8041,@creator_64327,Micro,134818.39,394290.88,2.92,2.438,1.261,0.767
CMP_00842,Instagram,Gaming,INF_3098,@creator_90974,Macro,994115.96,2997483.11,3.02,1.588,1.299,0.351
CMP_00843,Instagram,Fashion,INF_7997,@creator_37289,Nano,23344.13,85816.66,3.68,2.148,1.352,0.525
CMP_00844,Instagram,Tech,INF_4071,@creator_88824,Nano,59930.56,225053.3,3.76,2.957,1.305,0.676
CMP_00845,YouTube,Fintech,INF_5801,@creator_15580,Nano,49778.22,136661.54,2.75,1.837,1.322,0.92
CMP_00846,TikTok,Gaming,INF_9783,@creator_53148,Nano,73476.96,393678.71,5.36,2.608,1.114,0.595
CMP_00847,Instagram,Fashion,INF_6659,@creator_12124,Micro,243400.76,747345.87,3.07,1.829,1.216,0.634
CMP_00848,TikTok,Food,INF_6715,@creator_21231,Nano,39688.83,172283.94,4.34,2.816,1.084,0.696
CMP_00849,TikTok,Gaming,INF_9632,@creator_95177,Micro,131547.12,376208.17,2.86,2.158,1.277,0.953
CMP_00850,TikTok,Fashion,INF_6886,@creator_17897,Nano,48367.6,250431.76,5.18,2.354,1.356,1.114
CMP_00851,Instagram,Tech,INF_1033,@creator_44609,Nano,46408.91,139244.98,3.0,2.025,1.285,0.5
CMP_00852,YouTube,Tech,INF_2331,@creator_67042,Macro,711660.37,1420462.71,2.0,2.141,1.219,0.751
CMP_00853,Instagram,Tech,INF_3673,@creator_44890,Nano,54069.69,169879.44,3.14,2.663,1.376,0.869
CMP_00854,Instagram,D2C,INF_5035,@creator_19638,Micro,148640.29,547914.22,3.69,2.82,1.355,0.62
CMP_00855,Instagram,Fashion,INF_1965,@creator_56971,Micro,263705.19,902339.92,3.42,1.295,1.298,0.529
CMP_00856,Instagram,Gaming,INF_3682,@creator_48046,Micro,149756.11,588500.24,3.93,2.879,1.179,0.348
CMP_00857,Instagram,Fashion,INF_9759,@creator_71477,Micro,174450.7,554800.68,3.18,2.932,1.261,0.891
CMP_00858,Instagram,Gaming,INF_2622,@creator_25051,Macro,757730.8,2196591.52,2.9,2.344,1.052,1.052
CMP_00859,Instagram,Fitness,INF_8453,@creator_26108,Nano,25983.86,109090.61,4.2,2.844,1.099,0.443
CMP_00860,Instagram,Fitness,INF_1306,@creator_45843,Nano,73564.55,229287.75,3.12,2.77,1.295,0.597
CMP_00861,Instagram,Fintech,INF_9080,@creator_52840,Micro,240108.09,696482.48,2.9,1.243,1.263,0.741
CMP_00862,YouTube,Fitness,INF_8332,@creator_25225,Macro,744915.44,1285296.8,1.73,1.607,1.394,0.483
CMP_00863,TikTok,Fashion,INF_1974,@creator_71710,Nano,66015.74,272322.96,4.13,1.832,1.056,0.477
CMP_00864,Instagram,Gaming,INF_2992,@creator_17450,Nano,69674.72,241341.83,3.46,1.766,1.256,0.702
CMP_00865,Instagram,Fintech,INF_1494,@creator_10947,Micro,199151.0,677298.12,3.4,2.35,1.272,0.603
CMP_00866,YouTube,Gaming,INF_3324,@creator_52407,Micro,82315.73,230938.16,2.81,2.981,1.289,0.68
CMP_00867,Instagram,Gaming,INF_9035,@creator_73528,Micro,88679.43,271908.47,3.07,1.029,1.092,0.732
CMP_00868,Instagram,D2C,INF_1908,@creator_70252,Macro,349808.68,897845.64,2.57,2.788,1.361,0.946
CMP_00869,Instagram,Gaming,INF_1071,@creator_75563,Nano,45023.31,175570.19,3.9,1.458,1.131,0.978
CMP_00870,Instagram,Gaming,INF_4831,@creator_20110,Micro,228375.16,616806.5,2.7,1.809,1.206,0.856
CMP_00871,TikTok,D2C,INF_6497,@creator_93749,Macro,809315.34,4033435.54,4.98,2.359,1.215,0.515
CMP_00872,YouTube,Food,INF_4032,@creator_23672,Nano,31256.66,68743.36,2.2,1.043,1.232,0.725
CMP_00873,TikTok,Fitness,INF_4889,@creator_58226,Nano,32707.96,170539.04,5.21,2.702,1.2,1.147
CMP_00874,Instagram,Food,INF_6422,@creator_24407,Mega,2794486.65,4926771.19,1.76,2.782,1.392,0.751
CMP_00875,Instagram,Fashion,INF_5087,@creator_70167,Micro,84060.41,197112.46,2.34,2.091,1.297,0.732
CMP_00876,Instagram,Fitness,INF_7370,@creator_87701,Micro,293112.12,788565.38,2.69,1.168,1.171,0.478
CMP_00877,Instagram,Fitness,INF_6278,@creator_16408,Nano,29604.45,99296.85,3.35,2.575,1.394,0.317
CMP_00878,Instagram,Gaming,INF_7858,@creator_84486,Macro,358801.2,819065.77,2.28,2.363,1.288,0.832
CMP_00879,Instagram,Fintech,INF_3010,@creator_55906,Macro,985483.31,2921481.02,2.96,1.177,1.373,0.628
CMP_00880,Instagram,Fashion,INF_2351,@creator_66132,Mega,1328061.46,3666288.68,2.76,2.911,1.284,0.341
CMP_00881,Instagram,Tech,INF_2059,@creator_14123,Mega,1308723.54,2663857.17,2.04,1.502,1.308,0.764
CMP_00882,YouTube,Beauty,INF_9702,@creator_22121,Macro,592170.99,1178230.83,1.99,1.595,1.369,0.459
CMP_00883,Instagram,Tech,INF_3613,@creator_46660,Micro,135713.98,413839.43,3.05,2.911,1.06,0.384
CMP_00884,Instagram,Tech,INF_1827,@creator_35465,Nano,41228.17,116617.2,2.83,1.667,1.063,0.433
CMP_00885,YouTube,Beauty,INF_6283,@creator_88655,Nano,78504.14,196916.4,2.51,2.747,1.13,0.335
CMP_00886,Instagram,Fintech,INF_1507,@creator_17704,Macro,350643.96,1110213.84,3.17,2.572,1.182,0.367
CMP_00887,YouTube,Food,INF_7752,@creator_10005,Nano,50193.7,116740.99,2.33,1.93,1.399,0.627
CMP_00888,YouTube,Beauty,INF_6641,@creator_37503,Macro,604096.28,704168.97,1.17,1.693,1.057,0.84
CMP_00889,Instagram,D2C,INF_6521,@creator_86948,Micro,199979.83,702411.32,3.51,1.102,1.311,0.65
CMP_00890,Instagram,Food,INF_8408,@creator_78513,Micro,166989.1,607431.28,3.64,2.636,1.249,0.281
CMP_00891,TikTok,Beauty,INF_4811,@creator_88883,Nano,53230.42,180841.09,3.4,1.766,1.105,0.772
CMP_00892,YouTube,Tech,INF_5595,@creator_25402,Macro,892845.82,1789758.9,2.0,1.753,1.154,1.199
CMP_00893,Instagram,Fashion,INF_2935,@creator_52213,Micro,217156.39,695277.81,3.2,1.687,1.104,0.426
CMP_00894,Instagram,Fintech,INF_5204,@creator_44136,Micro,151995.07,392700.68,2.58,1.579,1.144,0.391
CMP_00895,Instagram,Tech,INF_4238,@creator_53175,Mega,1323425.56,3403101.35,2.57,1.738,1.198,0.574
CMP_00896,TikTok,Gaming,INF_9701,@creator_82498,Micro,181589.48,868824.85,4.78,2.821,1.164,0.887
CMP_00897,Instagram,D2C,INF_6725,@creator_93824,Nano,70925.16,227009.23,3.2,1.02,1.378,0.663
CMP_00898,YouTube,D2C,INF_4681,@creator_45989,Micro,145569.17,274954.88,1.89,1.07,1.063,0.381
CMP_00899,Instagram,Beauty,INF_7004,@creator_90591,Macro,347038.3,1049080.69,3.02,1.506,1.333,0.421
CMP_00900,Instagram,Beauty,INF_3971,@creator_27177,Micro,287076.8,919393.42,3.2,2.198,1.397,0.304
CMP_00901,Instagram,Fitness,INF_6413,@creator_81310,Macro,578708.46,1616256.36,2.79,1.605,1.328,0.429
CMP_00902,YouTube,Food,INF_7611,@creator_45200,Micro,150553.84,212481.38,1.41,2.318,1.268,0.636
CMP_00903,Instagram,D2C,INF_2379,@creator_19675,Micro,163202.83,575866.11,3.53,2.42,1.057,0.629
CMP_00904,TikTok,Food,INF_3126,@creator_63013,Macro,713209.35,2379144.05,3.34,2.26,1.346,0.449
CMP_00905,Instagram,D2C,INF_4123,@creator_97084,Macro,634012.03,1433133.79,2.26,1.322,1.162,0.486
CMP_00906,Instagram,Fashion,INF_8180,@creator_35301,Nano,52864.39,164471.07,3.11,2.219,1.082,0.542
CMP_00907,TikTok,D2C,INF_5138,@creator_28300,Macro,974003.63,3136473.45,3.22,1.048,1.157,1.006
CMP_00908,Instagram,Food,INF_1831,@creator_81074,Micro,158680.92,517367.82,3.26,1.581,1.265,1.015
CMP_00909,Instagram,Gaming,INF_6431,@creator_61630,Micro,243340.66,718606.98,2.95,1.44,1.179,0.604
CMP_00910,YouTube,D2C,INF_3268,@creator_48400,Nano,48511.86,124939.53,2.58,2.89,1.125,0.442
CMP_00911,YouTube,D2C,INF_3811,@creator_52340,Macro,720010.13,1455308.18,2.02,1.362,1.239,0.587
CMP_00912,YouTube,Fintech,INF_1716,@creator_89386,Micro,110621.32,231092.86,2.09,1.007,1.136,0.745
CMP_00913,Instagram,Food,INF_3822,@creator_27234,Nano,62317.02,202344.68,3.25,2.135,1.383,0.578
CMP_00914,TikTok,Gaming,INF_9967,@creator_49536,Nano,70803.32,291768.71,4.12,1.617,1.397,0.23
CMP_00915,TikTok,Gaming,INF_3779,@creator_93766,Mega,2454794.59,9040250.22,3.68,1.741,1.115,0.447
CMP_00916,Instagram,Beauty,INF_5081,@creator_32502,Nano,37232.75,118559.15,3.18,2.88,1.317,0.796
CMP_00917,Instagram,Gaming,INF_4260,@creator_13145,Macro,487491.44,1381388.98,2.83,2.703,1.108,0.777
CMP_00918,Instagram,Fashion,INF_6930,@creator_87169,Macro,554941.56,1312625.06,2.37,1.42,1.322,0.556
CMP_00919,YouTube,Fashion,INF_5407,@creator_45548,Macro,759530.06,1062129.59,1.4,1.037,1.341,0.467
CMP_00920,Instagram,Food,INF_1448,@creator_15008,Micro,222237.72,624178.63,2.81,1.365,1.313,0.544
CMP_00921,YouTube,Tech,INF_2403,@creator_61142,Nano,58747.42,133458.15,2.27,1.235,1.382,0.595
CMP_00922,Instagram,Fitness,INF_7917,@creator_95180,Nano,64935.06,245963.46,3.79,2.588,1.121,0.923
CMP_00923,YouTube,Fashion,INF_2096,@creator_19236,Micro,269813.48,628530.82,2.33,2.018,1.202,0.667
CMP_00924,YouTube,Fintech,INF_8981,@creator_97812,Nano,25817.08,46087.14,1.79,1.702,1.343,0.443
CMP_00925,YouTube,Fashion,INF_7026,@creator_20745,Macro,549467.7,812489.58,1.48,1.512,1.139,1.113
CMP_00926,YouTube,Fashion,INF_9498,@creator_83667,Micro,103486.39,233551.93,2.26,2.633,1.279,0.679
CMP_00927,Instagram,D2C,INF_1435,@creator_27223,Macro,898225.29,2767188.17,3.08,1.943,1.354,0.423
CMP_00928,TikTok,Fashion,INF_4358,@creator_89036,Mega,1749929.1,5515004.99,3.15,2.252,1.328,0.519
CMP_00929,YouTube,Gaming,INF_8696,@creator_96219,Micro,103792.11,284797.13,2.74,2.013,1.08,0.896
CMP_00930,Instagram,Fashion,INF_6630,@creator_75488,Micro,297858.44,930248.75,3.12,2.489,1.309,0.497
CMP_00931,Instagram,Fashion,INF_1947,@creator_30773,Nano,56012.15,217513.55,3.88,2.027,1.293,0.3
CMP_00932,YouTube,Beauty,INF_3377,@creator_77346,Nano,77349.85,180698.38,2.34,2.601,1.284,0.823
CMP_00933,Instagram,D2C,INF_4004,@creator_95834,Micro,119603.97,482175.6,4.03,1.867,1.332,0.443
CMP_00934,Instagram,Food,INF_6902,@creator_13599,Micro,293614.98,1022546.97,3.48,2.357,1.054,0.589
CMP_00935,Instagram,Food,INF_3471,@creator_35727,Nano,45984.81,151721.5,3.3,1.384,1.367,0.354
CMP_00936,YouTube,Fitness,INF_5784,@creator_64913,Mega,2360317.09,2857224.97,1.21,1.116,1.375,0.592
CMP_00937,Instagram,Food,INF_9027,@creator_97680,Nano,44214.22,206796.33,4.68,2.405,1.245,0.802
CMP_00938,Instagram,Fintech,INF_4761,@creator_32525,Nano,25553.33,98799.49,3.87,2.443,1.099,0.529
CMP_00939,YouTube,Food,INF_2672,@creator_31311,Micro,146049.6,324783.86,2.22,1.8,1.291,0.89
CMP_00940,YouTube,Fitness,INF_1782,@creator_60659,Micro,211204.79,522554.0,2.47,2.671,1.314,0.916
CMP_00941,TikTok,Beauty,INF_3686,@creator_18382,Micro,91516.73,238469.94,2.61,2.897,1.275,1.043
CMP_00942,YouTube,Fashion,INF_9678,@creator_42521,Nano,71639.11,177781.51,2.48,2.044,1.118,0.843
CMP_00943,YouTube,Tech,INF_5288,@creator_16734,Micro,183216.53,392765.47,2.14,2.662,1.055,0.442
CMP_00944,YouTube,Food,INF_7106,@creator_82869,Nano,54465.71,94184.91,1.73,2.391,1.374,0.836
CMP_00945,Instagram,Fashion,INF_2568,@creator_62433,Micro,109071.54,326827.13,3.0,2.191,1.207,0.522
CMP_00946,Instagram,Food,INF_4342,@creator_82036,Macro,755834.62,2162413.75,2.86,1.443,1.079,0.443
CMP_00947,TikTok,Fashion,INF_7670,@creator_61603,Nano,20796.11,77110.13,3.71,2.096,1.31,0.293
CMP_00948,Instagram,Tech,INF_4107,@creator_96388,Micro,279084.49,628164.65,2.25,2.12,1.208,0.817
CMP_00949,Instagram,Food,INF_4139,@creator_80543,Micro,272497.69,1037933.34,3.81,2.533,1.177,0.677
CMP_00950,Instagram,Beauty,INF_6408,@creator_18163,Micro,289676.85,753810.64,2.6,1.847,1.11,0.802
CMP_00951,Instagram,Fitness,INF_2099,@creator_33225,Micro,191836.38,634882.17,3.31,1.821,1.353,0.889
CMP_00952,Instagram,Fashion,INF_9031,@creator_63257,Macro,850270.45,2288840.3,2.69,1.243,1.091,0.366
CMP_00953,Instagram,Fitness,INF_3438,@creator_51576,Macro,315611.19,817133.44,2.59,2.219,1.179,0.62
CMP_00954,Instagram,Tech,INF_8343,@creator_57958,Mega,1649501.22,3649322.15,2.21,2.67,1.317,0.509
CMP_00955,YouTube,Gaming,INF_4081,@creator_33021,Nano,76424.08,204681.23,2.68,2.109,1.26,1.138
CMP_00956,TikTok,D2C,INF_1085,@creator_25414,Micro,220819.89,826569.17,3.74,2.215,1.104,0.488
CMP_00957,YouTube,Fitness,INF_6143,@creator_47550,Macro,658703.26,1117686.15,1.7,2.242,1.337,1.079
CMP_00958,Instagram,Tech,INF_1527,@creator_38981,Nano,28492.93,79163.75,2.78,2.421,1.281,0.348
CMP_00959,YouTube,Gaming,INF_6378,@creator_75296,Macro,599010.38,932787.97,1.56,1.204,1.223,0.794
CMP_00960,Instagram,D2C,INF_9368,@creator_14544,Micro,104329.0,377797.36,3.62,2.255,1.115,0.63
CMP_00961,Instagram,Fitness,INF_6768,@creator_99627,Micro,155537.75,404990.15,2.6,2.337,1.13,0.569
CMP_00962,Instagram,Fitness,INF_5340,@creator_40416,Micro,278383.17,917080.42,3.29,1.657,1.383,0.29
CMP_00963,Instagram,Beauty,INF_5922,@creator_47814,Micro,135196.32,488207.87,3.61,2.188,1.123,0.522
CMP_00964,YouTube,Gaming,INF_3415,@creator_92678,Micro,110530.69,264849.8,2.4,1.6,1.149,0.887
CMP_00965,Instagram,Food,INF_1700,@creator_99447,Macro,455603.74,1125371.58,2.47,1.107,1.265,0.328
CMP_00966,Instagram,Tech,INF_2790,@creator_91032,Micro,109004.06,350071.66,3.21,2.329,1.125,0.518
CMP_00967,Instagram,Food,INF_8815,@creator_10987,Nano,62508.7,251587.85,4.02,1.136,1.088,0.616
CMP_00968,Instagram,Tech,INF_2639,@creator_25169,Micro,269332.38,857069.6,3.18,1.026,1.29,0.317
CMP_00969,YouTube,Fintech,INF_3944,@creator_49023,Nano,73193.85,175331.75,2.4,2.46,1.108,0.714
CMP_00970,Instagram,Fashion,INF_9523,@creator_48805,Macro,803312.01,2560909.42,3.19,2.602,1.223,0.355
